# SL Parsing Summary Log
# Generated: 2025-09-01 19:04:16
# Timestamp: 20250901_190416
📊 Processing Summary:
   ✅ Processed: 232 files
   📁 Output directory: C:\Dev\__RESURREXIT\git\lang\sl\04_chordpro
# Format: FILENAME | TITLE | ROLES | VERSES | CHORDS
--------------------------------------------------------------------------------
SL - 151 - MARIJA, MATI GOREČE POTI.chordpro | MARIJA, MATI GOREČE POTI | 4 roles | 17 verses | A, C, D, G, e
SL - 152 - ŠLOM LEH MARIAM.chordpro | ŠLOM LEH MARIAM | 7 roles | 21 verses | C, H7, a, e
SL - 153 - POJDITE IN OZNANITE MOJIM BRATOM (Mt 28,16-20).chordpro | POJDITE IN OZNANITE MOJIM BRATOM (Mt 28,16-20) | 3 roles | 31 verses | C, E, F, G, a, d
SL - 154 - POKAZAL MI BOŠ POT ŽIVLJENJA - Ps 15 (16).chordpro | POKAZAL MI BOŠ POT ŽIVLJENJA - Ps 15 (16) | 6 roles | 23 verses | E, F, a, d
SL - 155 - O BOG, S SVOJIM IMENOM REŠI ME - Ps 53 (54).chordpro | O BOG, S SVOJIM IMENOM REŠI ME - Ps 53 (54) | 4 roles | 20 verses | A, A7, B, B7, C, E, F7, a, d, g
SL - 156 - GOSPOD, POSLUŠAJ MOJO MOLITEV - Ps 142 (143).chordpro | GOSPOD, POSLUŠAJ MOJO MOLITEV - Ps 142 (143) | 7 roles | 27 verses | C, D, D7, c, g
SL - 157 - NEUMNEŽ MISLI, DA NI BOGA - Ps 13 (14).chordpro | NEUMNEŽ MISLI, DA NI BOGA - Ps 13 (14) | 5 roles | 25 verses | A, A7, B, C, F, a, d, g
SL - 158 - NI GA TUKAJ (Mt 28,1-7).chordpro | NI GA TUKAJ (Mt 28,1-7) | 3 roles | 26 verses | C, D7, E, F, G, c, d, g
SL - 159 - VZAMEM VAS IZMED NARODOV (Ez 36,24-28).chordpro | VZAMEM VAS IZMED NARODOV (Ez 36,24-28) | 2 roles | 11 verses | A, B, D7, d, g
SL - 160 - VI STE LUČ SVETA (Mt 5,14-16).chordpro | VI STE LUČ SVETA (Mt 5,14-16) | 1 roles | 13 verses | A, A7, B, F, d, g
SL - 161 - SAMA S SAMIM.chordpro | SAMA S SAMIM | 2 roles | 12 verses | A, A7, B, C, F, d, g
SL - 162 - SEDI SAMOTEN IN MOLČI (Žal 3,1-33).chordpro | SEDI SAMOTEN IN MOLČI (Žal 3,1-33) | 2 roles | 30 verses | C, E, F, G, G7, a, d, e
SL - 163 - TAKO GOVORI AMEN (Raz 3,14-22).chordpro | TAKO GOVORI AMEN (Raz 3,14-22) | 9 roles | 32 verses | C, D, D7, G, H7, e
SL - 164 - ZAGLEDAJO TE KRALJI DRUGI SPEV O SLUŽABNIKU (Iz 49,1-16).chordpro | ZAGLEDAJO TE KRALJI: DRUGI SPEV O SLUŽABNIKU (Iz 49,1-16) | 9 roles | 29 verses | C, E, F, G7, a, d, e
SL - 165 - JAKOB (1 Mz 32,33-39).chordpro | JAKOB (1 Mz 32,33-39) | 8 roles | 39 verses | C, D, E, E7, F, G, a
SL - 166 - DEBORA (Sod 5).chordpro | DEBORA (Sod 5) | 10 roles | 34 verses | D7, E, F, a, e
SL - 167 - VIDIM ODPRTO NEBO (Raz 19,11-20).chordpro | VIDIM ODPRTO NEBO (Raz 19,11-20) | 7 roles | 31 verses | C, E, F, G, a
SL - 168 - GOSPOD MI JE DAL TRETJI SPEV O SLUŽABNIKU (Iz 50,4-10).chordpro | GOSPOD MI JE DAL: TRETJI SPEV O SLUŽABNIKU (Iz 50,4-10) | 10 roles | 26 verses | B, C, E, F, a, e
SL - 169 - TLAČILEC (Iz 63,1-6).chordpro | TLAČILEC (Iz 63,1-6) | 5 roles | 27 verses | D, H7, a, e
SL - 170 - SEJAVEC (Mk 4,3-9).chordpro | SEJAVEC (Mk 4,3-9) | 19 roles | 41 verses | A, D, G, H7, a, e
SL - 171 - GOSPODOV DUH JE NAD MENOJ (Lk 4,18-19; Iz 61,1-3).chordpro | GOSPODOV DUH JE NAD MENOJ (Lk 4,18-19; Iz 61,1-3) | 6 roles | 16 verses | E, F, G, a
SL - 172 - GLEJTE, NAŠE OGLEDALO JE GOSPOD (XIII. Salomonova oda).chordpro | GLEJTE, NAŠE OGLEDALO JE GOSPOD (XIII. Salomonova oda) | 6 roles | 15 verses | A7, a, d, g
SL - 173 - KOT DA RAZVNEL BI JEZO (VII. Salomonova oda).chordpro | KOT DA RAZVNEL BI JEZO (VII. Salomonova oda) | 8 roles | 25 verses | A7, C, E, F, G, a, d
SL - 174 - BLAGOSLOVLJEN NAJ BO BOG (Ef 1,3-13).chordpro | BLAGOSLOVLJEN NAJ BO BOG (Ef 1,3-13) | 6 roles | 32 verses | C, E, F, G, G7, a, d
SL - 175 - GOSPOD, PREISKUJEŠ ME IN ME POZNAŠ - Ps 138 (139).chordpro | GOSPOD, PREISKUJEŠ ME IN ME POZNAŠ - Ps 138 (139) | 9 roles | 29 verses | A, B, C7, F, a, d, g
SL - 176 - ELI, ELI, LAMA SABAKTANI - Ps 21 (22).chordpro | ELI, ELI, LAMA SABAKTANI? - Ps 21 (22) | 7 roles | 78 verses | H7, a, e, ea
SL - 177 - NIHČE NE MORE SLUŽITI DVEMA GOSPODARJEMA (Mt 6,24-33).chordpro | NIHČE NE MORE SLUŽITI DVEMA GOSPODARJEMA (Mt 6,24-33) * | 7 roles | 34 verses | C, E, E7, F, G, a, d, e
SL - 178 - GOSPOD, MOJE SRCE NIČ VEČ NE ZAHTEVA - Ps 130 (131).chordpro | GOSPOD, MOJE SRCE NIČ VEČ NE ZAHTEVA - Ps 130 (131) | 6 roles | 16 verses | H7, a, e
SL - 179 - HOČEM V JERUZALEM (Sefardska pesem).chordpro | HOČEM V JERUZALEM (Sefardska pesem) | 3 roles | 17 verses | E, F, a, d
SL - 180 - ŠEMA IZRAEL (5Mz 6,4-9).chordpro | ŠEMA IZRAEL (5Mz 6,4-9) * | 6 roles | 33 verses | E, F, G, a, d
SL - 181 - HVALNICA SLAVNEMU KRIŽU.chordpro | HVALNICA SLAVNEMU KRIŽU | 5 roles | 24 verses | A, B, C, F, d, g
SL - 182 - PREOBLECITE SE V BOJNO OPRAVO BOŽJO (Ef 6,11-17).chordpro | PREOBLECITE SE V BOJNO OPRAVO BOŽJO (Ef 6,11-17) | 4 roles | 24 verses | A, B, d, g
SL - 183 - NJEGOVI TEMELJI - Ps 86 (87).chordpro | NJEGOVI TEMELJI - Ps 86 (87) | 2 roles | 22 verses | E, F, G, H7, a, d
SL - 184 - AKEDA.chordpro | AKEDA | 6 roles | 21 verses | E, a, d
SL - 185 - NE RAZBURJAJ SE - Ps 36 (37).chordpro | NE RAZBURJAJ SE - Ps 36 (37) | 9 roles | 27 verses | E7, F, a, d
SL - 186 - HVALNICA LJUBEZNI (1 Kor 13,1-13).chordpro | HVALNICA LJUBEZNI (1 Kor 13,1-13) * | 2 roles | 31 verses | C, F, G, a
SL - 187 - SAM BOG (2 Kor 4,6-12).chordpro | SAM BOG (2 Kor 4,6-12) | 8 roles | 30 verses | C, E, F, G, a
SL - 188 - KOT OBSOJENI NA SMRT (1 Kor 4,9-13).chordpro | KOT OBSOJENI NA SMRT (1 Kor 4,9-13) | 10 roles | 34 verses | E, F, G, a
SL - 189 - JEZUS JE OBHODIL VSA MESTA (Mt 9,35 sl; 10).chordpro | JEZUS JE OBHODIL VSA MESTA (Mt 9,35 sl; 10) | 20 roles | 45 verses | C, E, E7, F, G, a, d, e
SL - 190 - NE UPIRAJTE SE HUDEMU (Mt 5, 38 sl).chordpro | NE UPIRAJTE SE HUDEMU (Mt 5, 38 sl) | 8 roles | 32 verses | A, A7, D, G, h
SL - 191 - O, DA BI MI DAL POLJUB (Vp 1,2 sl).chordpro | O, DA BI MI DAL POLJUB (Vp 1,2 sl) | 4 roles | 26 verses | A, A7, B, d
SL - 192 - MOJA LJUBA JE MENI (Vp 1,13 sl).chordpro | MOJA LJUBA JE MENI (Vp 1,13 sl) | 9 roles | 37 verses | E, F, G, a, d
SL - 193 - PRIDI Z LIBANONA (Vp 4,8 sl).chordpro | PRIDI Z LIBANONA (Vp 4,8 sl) | 4 roles | 43 verses | A, C, D, G, a, e
SL - 194 - KO SEM SPALA (Vp 5,2 sl).chordpro | KO SEM SPALA (Vp 5,2 sl) | 6 roles | 29 verses | C, E, E7, F, G, a, d
SL - 195 - TI, KI PREBIVAŠ NA VRTOVIH (Vp 8, 13-14).chordpro | TI, KI PREBIVAŠ NA VRTOVIH (Vp 8, 13-14) | 4 roles | 24 verses | A, E, F, a, d, fis
SL - 196 - JAGNJICA BOŽJA (Mt 1,18 sl).chordpro | JAGNJICA BOŽJA (Mt 1,18 sl) | 10 roles | 35 verses | C, H7, a, e
SL - 197 - NI NA NJEM LEPOTE ČETRTI SPEV O SLUŽABNIKU (Iz 53).chordpro | NI NA NJEM LEPOTE: ČETRTI SPEV O SLUŽABNIKU (Iz 53) | 6 roles | 25 verses | C, F, G, G7, a
SL - 198 - PESEM O JAGNJETU (Raz 5,9 sl).chordpro | PESEM O JAGNJETU (Raz 5,9 sl) | 4 roles | 22 verses | A7, F, a, d, g
SL - 199 - KDO JE TA (Vp 8,5-7).chordpro | KDO JE TA? (Vp 8,5-7) | 2 roles | 23 verses | E, F, G, a
SL - 200 - GLAS MOJEGA LJUBEGA (Vp 2,8-17).chordpro | GLAS MOJEGA LJUBEGA (Vp 2,8-17) | 7 roles | 34 verses | C, E, F, FF, G, a, d
SL - 201 - GOLOBICA JE PRILETELA (XXIV. Salomonova oda).chordpro | GOLOBICA JE PRILETELA (XXIV. Salomonova oda) | 5 roles | 23 verses | C, H7, a, e
SL - 202 - KAKOR SE MED CEDI (XI. Salomonova oda).chordpro | KAKOR SE MED CEDI (XI. Salomonova oda) | 9 roles | 28 verses | E, F, a, d
SL - 203 - O JEZUS, LJUBEZEN MOJA.chordpro | O JEZUS, LJUBEZEN MOJA | 18 roles | 35 verses | E, F, G, a
SL - 204 - VODI ME V NEBO.chordpro | VODI ME V NEBO | 6 roles | 15 verses | C, E, F, G7, a
SL - 205 - TI SI MOJE UPANJE, GOSPOD (XXIX Salomonova oda).chordpro | TI SI MOJE UPANJE, GOSPOD (XXIX Salomonova oda) | 4 roles | 20 verses | A, A7, B7, d, g
SL - 206 - ŽENA, OGRNJENA S SONCEM (Raz 12).chordpro | ŽENA, OGRNJENA S SONCEM (Raz 12) | 7 roles | 40 verses | E, F, G, a
SL - 207 - RAZPEL SEM SVOJE ROKE.chordpro | RAZPEL SEM SVOJE ROKE | 5 roles | 16 verses | C, D, E, F, G, G7, a
SL - 208 - VELIKONOČNA HOMILIJA MELITONA IZ SARDE.chordpro | VELIKONOČNA HOMILIJA MELITONA IZ SARDE | 7 roles | 31 verses | A7, B, d
SL - 209 - CARMEN 1963 (Tagore).chordpro | CARMEN 1963 (Tagore) | 2 roles | 24 verses | A, D, E, F, FIS, G, H, a, d, e, h
SL - 210 - CARITAS CHRISTI (2 Kor 5,4-21; 1 Kor 9,16b).chordpro | CARITAS CHRISTI * (2 Kor 5,4-21; 1 Kor 9,16b) | 7 roles | 31 verses | A7, C, E, F, G, a, d
SL - 211 - NOLI ME TANGERE (Jn 20,15-17).chordpro | NOLI ME TANGERE (Jn 20,15-17) | 11 roles | 29 verses | A, C, D, E, H, H7, a, e
SL - 212 - GOSPOD, POMAGAJ MI, GOSPOD.chordpro | GOSPOD, POMAGAJ MI, GOSPOD | 10 roles | 27 verses | C, E, F, G, G7, a, d
SL - 213 - ZAPELJAL SI ME, GOSPOD (Jer 20,7-18).chordpro | ZAPELJAL SI ME, GOSPOD (Jer 20,7-18) * | 6 roles | 30 verses | C, E, F, G, a
SL - 214 - NEKOČ V TEMNI NOČI (Sv. Janez od Križa).chordpro | NEKOČ V TEMNI NOČI (Sv. Janez od Križa) | 3 roles | 30 verses | E, F, a, d
SL - 215 - LJUBITE SVOJE SOVRAŽNIKE (Blagri Lk 6,20 sl).chordpro | LJUBITE SVOJE SOVRAŽNIKE (Blagri: Lk 6,20 sl) | 1 roles | 36 verses | A, CIS, D, E, FIS, G, H, h
SL - 216 - LEPA SI, PRIJATELJICA MOJA (Vp 6-7).chordpro | LEPA SI, PRIJATELJICA MOJA (Vp 6-7) | 3 roles | 27 verses | A, A7, B, D7, d, g
SL - 217 - BRATJE, NE DAJMO NIKOMUR VZROKA ZA POHUJŠANJE (2 Kor 6,3-16).chordpro | BRATJE, NE DAJMO NIKOMUR VZROKA ZA POHUJŠANJE (2 Kor 6,3-16) | 5 roles | 30 verses | A7, E, F, G, a, d, da
SL - 218 - TO JE MOJA ZAPOVED (Prim. Jn 15,12.13.16.18; 17,21).chordpro | TO JE MOJA ZAPOVED (Prim. Jn 15,12.13.16.18; 17,21) | 3 roles | 27 verses | A7, C, E, F, G, a, d
SL - 219 - SREDI VELIKE MNOŽICE.chordpro | SREDI VELIKE MNOŽICE | 2 roles | 26 verses | E, F, G, a
SL - 220 - ZAHEJ.chordpro | ZAHEJ | 5 roles | 35 verses | E, F, G, a, d
SL - 221 - ZDRAVA, MARIJA, GOLOBICA BREZMADEŽNA.chordpro | ZDRAVA, MARIJA, GOLOBICA BREZMADEŽNA | 6 roles | 22 verses | E, F, a, d
SL - 222 - RESURREXIT.chordpro | RESURREXIT | 5 roles | 25 verses | E, E7, F, a, d
SL - 223 - MESIJA, LEV ZA ZMAGOVANJE (2014).chordpro | MESIJA, LEV ZA ZMAGOVANJE (2014) | 4 roles | 15 verses | C, G, H7, a, e
SL - 224 - KAKOR OVCA (iz speva Romana Melodijskega).chordpro | KAKOR OVCA (iz speva Romana Melodijskega) | 10 roles | 28 verses | C, H7, a, e
SL - 225 - HVALNICA KRISTUSU – LUČI (1967).chordpro | HVALNICA KRISTUSU – LUČI (1967) | 0 roles | 0 verses | none
SL - 226 - VESELITE SE, GOSPOD JE BLIZU (Fil 4,4sl).chordpro | VESELITE SE, GOSPOD JE BLIZU (Fil 4,4sl) | 2 roles | 7 verses | E, E7, H7, a, e
SL - 227 - OČE NAŠ NEBEŠKI.chordpro | OČE NAŠ NEBEŠKI | 6 roles | 12 verses | C, F, d, g
SL - 228 - ESPADA (MEČ) Ez 21,14-22.chordpro | ESPADA (MEČ) Ez 21,14-22 | 9 roles | 24 verses | C, E7, F, a, d
SL - 229 - UKRADLA SI MI SRCE (Vp 4,9-5,1).chordpro | UKRADLA SI MI SRCE (Vp 4,9-5,1) | 2 roles | 31 verses | A7, B, C, F, d, g
SL - 230 - ČE STE VSTALI S KRISTUSOM (Kol 3,1–4).chordpro | ČE STE VSTALI S KRISTUSOM (Kol 3,1–4) | 4 roles | 10 verses | C, H7, a, e
SL - 231 - HVALOSPEV SVETEMU DUHU (Kiko Argüello 2018).chordpro | HVALOSPEV SVETEMU DUHU (Kiko Argüello 2018) | 7 roles | 24 verses | E, E7, F, a, d
SL - 232 - POVZPNE NAJ SE ŽENIN.chordpro | POVZPNE NAJ SE ŽENIN | 4 roles | 20 verses | E, F, a, d
