# SL Parsing Summary Log
# Generated: 2025-08-27 11:43:49
# Timestamp: 20250827_114349
# Format: FILENAME | TITLE | VERSES | CHORDS
--------------------------------------------------------------------------------
SL - 162 - SEDI SAMOTEN IN MOLÈI (Žal 3,1-33).chordpro | SEDI SAMOTEN IN MOLÈI (Žal 3,1-33) | 2 verses | C, E, F, G, G7, a, d, e
SL - 163 - TAKO GOVORI AMEN (Raz 3,14-22).chordpro | TAKO GOVORI AMEN (Raz 3,14-22) | 9 verses | C, D, D7, G, H7, e
SL - 164 - ZAGLEDAJO TE KRALJI DRUGI SPEV O SLUŽABNIKU (Iz 49,1-16).chordpro | ZAGLEDAJO TE KRALJI: DRUGI SPEV O SLUŽABNIKU (Iz 49,1-16) | 9 verses | C, E, F, G7, a, d, e
SL - 165 - JAKOB (1 Mz 32,33-39).chordpro | JAKOB (1 Mz 32,33-39) | 8 verses | C, D, E, E7, F, G, a
SL - 166 - DEBORA (Sod 5).chordpro | DEBORA (Sod 5) | 10 verses | D7, E, F, a, e
SL - 167 - VIDIM ODPRTO NEBO (Raz 19,11-20).chordpro | VIDIM ODPRTO NEBO (Raz 19,11-20) | 7 verses | C, E, F, G, a
SL - 168 - GOSPOD MI JE DAL TRETJI SPEV O SLUŽABNIKU (Iz 50,4-10).chordpro | GOSPOD MI JE DAL: TRETJI SPEV O SLUŽABNIKU (Iz 50,4-10) | 10 verses | B, C, E, F, a, e
SL - 169 - TLAÈILEC (Iz 63,1-6).chordpro | TLAÈILEC (Iz 63,1-6) | 5 verses | D, H7, a, e
SL - 170 - SEJAVEC (Mk 4,3-9).chordpro | SEJAVEC (Mk 4,3-9) | 19 verses | A, D, G, H7, a, e
SL - 171 - GOSPODOV DUH JE NAD MENOJ (Lk 4,18-19; Iz 61,1-3).chordpro | GOSPODOV DUH JE NAD MENOJ (Lk 4,18-19; Iz 61,1-3) | 6 verses | E, F, G, a
SL - 172 - GLEJTE, NAŠE OGLEDALO JE GOSPOD (XIII. Salomonova oda).chordpro | GLEJTE, NAŠE OGLEDALO JE GOSPOD (XIII. Salomonova oda) | 6 verses | A7, a, d, g
SL - 173 - KOT DA RAZVNEL BI JEZO (VII. Salomonova oda).chordpro | KOT DA RAZVNEL BI JEZO (VII. Salomonova oda) | 8 verses | A7, C, E, F, G, a, d
SL - 174 - BLAGOSLOVLJEN NAJ BO BOG (Ef 1,3-13).chordpro | BLAGOSLOVLJEN NAJ BO BOG (Ef 1,3-13) | 6 verses | C, E, F, G, G7, a, d
SL - 175 - GOSPOD, PREISKUJEŠ ME IN ME POZNAŠ - Ps 138 (139).chordpro | GOSPOD, PREISKUJEŠ ME IN ME POZNAŠ - Ps 138 (139) | 9 verses | A, B, C7, F, a, d, g
SL - 176 - ELI, ELI, LAMA SABAKTANI - Ps 21 (22).chordpro | ELI, ELI, LAMA SABAKTANI? - Ps 21 (22) | 7 verses | H7, a, e, ea
SL - 177 - NIHÈE NE MORE SLUŽITI DVEMA GOSPODARJEMA (Mt 6,24-33).chordpro | NIHÈE NE MORE SLUŽITI DVEMA GOSPODARJEMA (Mt 6,24-33) * | 7 verses | C, E, E7, F, G, a, d, e
SL - 178 - GOSPOD, MOJE SRCE NIÈ VEÈ NE ZAHTEVA - Ps 130 (131).chordpro | GOSPOD, MOJE SRCE NIÈ VEÈ NE ZAHTEVA - Ps 130 (131) | 6 verses | H7, a, e
SL - 179 - HOÈEM V JERUZALEM (Sefardska pesem).chordpro | HOÈEM V JERUZALEM (Sefardska pesem) | 3 verses | E, F, a, d
SL - 180 - ŠEMA IZRAEL (5Mz 6,4-9).chordpro | ŠEMA IZRAEL (5Mz 6,4-9) * | 6 verses | E, F, G, a, d
SL - 181 - HVALNICA SLAVNEMU KRIŽU.chordpro | HVALNICA SLAVNEMU KRIŽU | 5 verses | A, B, C, F, d, g
SL - 182 - PREOBLECITE SE V BOJNO OPRAVO BOŽJO (Ef 6,11-17).chordpro | PREOBLECITE SE V BOJNO OPRAVO BOŽJO (Ef 6,11-17) | 4 verses | A, B, d, g
SL - 183 - NJEGOVI TEMELJI - Ps 86 (87).chordpro | NJEGOVI TEMELJI - Ps 86 (87) | 2 verses | E, F, G, H7, a, d
SL - 184 - AKEDA.chordpro | AKEDA | 6 verses | E, a, d
SL - 185 - NE RAZBURJAJ SE - Ps 36 (37).chordpro | NE RAZBURJAJ SE - Ps 36 (37) | 9 verses | E7, F, a, d
SL - 186 - HVALNICA LJUBEZNI (1 Kor 13,1-13).chordpro | HVALNICA LJUBEZNI (1 Kor 13,1-13) * | 2 verses | C, F, G, a
SL - 187 - SAM BOG (2 Kor 4,6-12).chordpro | SAM BOG (2 Kor 4,6-12) | 8 verses | C, E, F, G, a
SL - 188 - KOT OBSOJENI NA SMRT (1 Kor 4,9-13).chordpro | KOT OBSOJENI NA SMRT (1 Kor 4,9-13) | 10 verses | E, F, G, a
SL - 189 - JEZUS JE OBHODIL VSA MESTA (Mt 9,35 sl; 10).chordpro | JEZUS JE OBHODIL VSA MESTA (Mt 9,35 sl; 10) | 20 verses | C, E, E7, F, G, a, d, e
SL - 190 - NE UPIRAJTE SE HUDEMU (Mt 5, 38 sl).chordpro | NE UPIRAJTE SE HUDEMU (Mt 5, 38 sl) | 8 verses | A, A7, D, G, h
SL - 191 - O, DA BI MI DAL POLJUB (Vp 1,2 sl).chordpro | O, DA BI MI DAL POLJUB (Vp 1,2 sl) | 4 verses | A, A7, B, d
SL - 192 - MOJA LJUBA JE MENI (Vp 1,13 sl).chordpro | MOJA LJUBA JE MENI (Vp 1,13 sl) | 9 verses | E, F, G, a, d
SL - 193 - PRIDI Z LIBANONA (Vp 4,8 sl).chordpro | PRIDI Z LIBANONA (Vp 4,8 sl) | 4 verses | A, C, D, G, a, e
SL - 194 - KO SEM SPALA (Vp 5,2 sl).chordpro | KO SEM SPALA (Vp 5,2 sl) | 6 verses | C, E, E7, F, G, a, d
SL - 195 - TI, KI PREBIVAŠ NA VRTOVIH (Vp 8, 13-14).chordpro | TI, KI PREBIVAŠ NA VRTOVIH (Vp 8, 13-14) | 4 verses | A, E, F, a, d, fis
SL - 196 - JAGNJICA BOŽJA (Mt 1,18 sl).chordpro | JAGNJICA BOŽJA (Mt 1,18 sl) | 10 verses | C, H7, a, e
SL - 197 - NI NA NJEM LEPOTE ÈETRTI SPEV O SLUŽABNIKU (Iz 53).chordpro | NI NA NJEM LEPOTE: ÈETRTI SPEV O SLUŽABNIKU (Iz 53) | 6 verses | C, F, G, G7, a
SL - 198 - PESEM O JAGNJETU (Raz 5,9 sl).chordpro | PESEM O JAGNJETU (Raz 5,9 sl) | 4 verses | A7, F, a, d, g
SL - 199 - KDO JE TA (Vp 8,5-7).chordpro | KDO JE TA? (Vp 8,5-7) | 2 verses | E, F, G, a
SL - 200 - GLAS MOJEGA LJUBEGA (Vp 2,8-17).chordpro | GLAS MOJEGA LJUBEGA (Vp 2,8-17) | 7 verses | C, E, F, FF, G, a, d
SL - 201 - GOLOBICA JE PRILETELA (XXIV. Salomonova oda).chordpro | GOLOBICA JE PRILETELA (XXIV. Salomonova oda) | 5 verses | C, H7, a, e
SL - 202 - KAKOR SE MED CEDI (XI. Salomonova oda).chordpro | KAKOR SE MED CEDI (XI. Salomonova oda) | 9 verses | E, F, a, d
SL - 203 - O JEZUS, LJUBEZEN MOJA.chordpro | O JEZUS, LJUBEZEN MOJA | 18 verses | E, F, G, a
SL - 204 - VODI ME V NEBO.chordpro | VODI ME V NEBO | 6 verses | C, E, F, G7, a
SL - 205 - TI SI MOJE UPANJE, GOSPOD (XXIX Salomonova oda).chordpro | TI SI MOJE UPANJE, GOSPOD (XXIX Salomonova oda) | 4 verses | A, A7, B7, d, g
SL - 206 - ŽENA, OGRNJENA S SONCEM (Raz 12).chordpro | ŽENA, OGRNJENA S SONCEM (Raz 12) | 7 verses | E, F, G, a
SL - 207 - RAZPEL SEM SVOJE ROKE.chordpro | RAZPEL SEM SVOJE ROKE | 5 verses | C, D, E, F, G, G7, a
SL - 208 - VELIKONOÈNA HOMILIJA MELITONA IZ SARDE.chordpro | VELIKONOÈNA HOMILIJA MELITONA IZ SARDE | 7 verses | A7, B, d
SL - 209 - CARMEN 1963 (Tagore).chordpro | CARMEN 1963 (Tagore) | 2 verses | A, D, E, F, FIS, G, H, a, d, e, h
SL - 210 - CARITAS CHRISTI (2 Kor 5,4-21; 1 Kor 9,16b).chordpro | CARITAS CHRISTI * (2 Kor 5,4-21; 1 Kor 9,16b) | 7 verses | A7, C, E, F, G, a, d
SL - 211 - NOLI ME TANGERE (Jn 20,15-17).chordpro | NOLI ME TANGERE (Jn 20,15-17) | 11 verses | A, C, D, E, H, H7, a, e
SL - 212 - GOSPOD, POMAGAJ MI, GOSPOD.chordpro | GOSPOD, POMAGAJ MI, GOSPOD | 10 verses | C, E, F, G, G7, a, d
SL - 213 - ZAPELJAL SI ME, GOSPOD (Jer 20,7-18).chordpro | ZAPELJAL SI ME, GOSPOD (Jer 20,7-18) * | 6 verses | C, E, F, G, a
SL - 214 - NEKOÈ V TEMNI NOÈI (Sv. Janez od Križa).chordpro | NEKOÈ V TEMNI NOÈI (Sv. Janez od Križa) | 3 verses | E, F, a, d
SL - 215 - LJUBITE SVOJE SOVRAŽNIKE (Blagri Lk 6,20 sl).chordpro | LJUBITE SVOJE SOVRAŽNIKE (Blagri: Lk 6,20 sl) | 1 verses | A, CIS, D, E, FIS, G, H, h
SL - 216 - LEPA SI, PRIJATELJICA MOJA (Vp 6-7).chordpro | LEPA SI, PRIJATELJICA MOJA (Vp 6-7) | 3 verses | A, A7, B, D7, d, g
SL - 217 - BRATJE, NE DAJMO NIKOMUR VZROKA ZA POHUJŠANJE (2 Kor 6,3-16).chordpro | BRATJE, NE DAJMO NIKOMUR VZROKA ZA POHUJŠANJE (2 Kor 6,3-16) | 5 verses | A7, E, F, G, a, d, da
SL - 218 - TO JE MOJA ZAPOVED (Prim. Jn 15,12.13.16.18; 17,21).chordpro | TO JE MOJA ZAPOVED (Prim. Jn 15,12.13.16.18; 17,21) | 3 verses | A7, C, E, F, G, a, d
SL - 219 - SREDI VELIKE MNOŽICE.chordpro | SREDI VELIKE MNOŽICE | 2 verses | E, F, G, a
SL - 220 - ZAHEJ.chordpro | ZAHEJ | 5 verses | E, F, G, a, d
SL - 221 - ZDRAVA, MARIJA, GOLOBICA BREZMADEŽNA.chordpro | ZDRAVA, MARIJA, GOLOBICA BREZMADEŽNA | 6 verses | E, F, a, d
SL - 222 - RESURREXIT.chordpro | RESURREXIT | 5 verses | E, E7, F, a, d
SL - 223 - MESIJA, LEV ZA ZMAGOVANJE (2014).chordpro | MESIJA, LEV ZA ZMAGOVANJE (2014) | 4 verses | C, G, H7, a, e
SL - 224 - KAKOR OVCA (iz speva Romana Melodijskega).chordpro | KAKOR OVCA (iz speva Romana Melodijskega) | 10 verses | C, H7, a, e
SL - 225 - HVALNICA KRISTUSU – LUČI (1967).chordpro | HVALNICA KRISTUSU – LUČI (1967) | 0 verses | none
SL - 226 - VESELITE SE, GOSPOD JE BLIZU (Fil 4,4sl).chordpro | VESELITE SE, GOSPOD JE BLIZU (Fil 4,4sl) | 2 verses | E, E7, H7, a, e
SL - 227 - OČE NAŠ NEBEŠKI.chordpro | OČE NAŠ NEBEŠKI | 6 verses | C, F, d, g
SL - 228 - ESPADA (MEČ) Ez 21,14-22.chordpro | ESPADA (MEČ) Ez 21,14-22 | 9 verses | C, E7, F, a, d
SL - 229 - UKRADLA SI MI SRCE (Vp 4,9-5,1).chordpro | UKRADLA SI MI SRCE (Vp 4,9-5,1) | 2 verses | A7, B, C, F, d, g
SL - 230 - ČE STE VSTALI S KRISTUSOM (Kol 3,1–4).chordpro | ČE STE VSTALI S KRISTUSOM (Kol 3,1–4) | 4 verses | C, H7, a, e
SL - 231 - HVALOSPEV SVETEMU DUHU (Kiko Argüello 2018).chordpro | HVALOSPEV SVETEMU DUHU (Kiko Argüello 2018) | 7 verses | E, E7, F, a, d
SL - 232 - POVZPNE NAJ SE ŽENIN.chordpro | POVZPNE NAJ SE ŽENIN | 4 verses | E, F, a, d
